customer_id,nome,email,numero_conta,data_nascimento,cidade,country,gender,age,credit_score,tenure,balance,limite_credito,products_number,credit_card,active_member,estimated_salary,churn,perfil
15797692,Juliana Alves Pereira,juliana.alves@uol.com.br,91128-1,03/06/1991,Nantes,France,Female,33,659,7,89939.62,218665.22,1,1,0,136540.09,0,cliente ativo
15590011,Gustavo Pinto Ribeiro,gustavo.pinto@outlook.com,53870-4,,Bilbao,Spain,Male,38,749,9,129378.32,187585.61,1,1,1,100153.43,0,cliente premium
15781574,Thiago Alves Pereira,thiago.alves@hotmail.com,45156-6,,Bilbao,Spain,Male,76,636,9,126534.6,272672.52,1,1,1,39789.62,0,cliente premium
15791867,Thiago Alves Pereira,thiago.alves@hotmail.com,90578-3,,Munich,Germany,Male,44,544,2,108895.93,260025.41,1,0,0,69228.2,1,cliente em risco de churn
15603794,Bruno Souza Martins,bruno.souza@yahoo.com.br,40404-0,,Marseille,France,Male,48,623,5,118469.38,91703.65,1,1,1,158590.25,0,cliente premium
15587394,João Pedro Souza,joao.pedro@uol.com.br,54701-9,,Marseille,France,Male,39,462,4,140133.08,272584.1,2,0,0,131304.45,0,cliente premium
15628972,Alexandre Moreira Dias,alexandre.moreira@outlook.com,46581-9,09/03/1992,Cologne,Germany,Male,32,699,1,95772.97,287879.0,3,1,1,127443.82,1,cliente em risco de churn
15665879,Camila Martins Lima,camila.martins@yahoo.com.br,81144-1,,Bordeaux,France,Female,40,768,8,0.0,0.0,2,0,1,69080.46,0,cliente com saldo zerado
15813660,Felipe Lima Santos,felipe.lima@gmail.com,97577-3,,Barcelona,Spain,Male,40,754,2,160625.17,186740.78,1,0,1,3554.63,0,cliente premium
15815692,Lucas Ferreira Lima,lucas.ferreira@outlook.com,03358-2,25/08/1989,Valencia,Spain,Male,35,593,4,161637.75,306731.59,1,1,1,20008.46,0,cliente premium
15776827,Mateus Carvalho Alves,mateus.carvalho@gmail.com,93992-6,17/05/1987,Stuttgart,Germany,Male,37,770,5,141547.26,177790.26,2,0,1,180326.83,0,cliente premium
15798024,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,73848-8,,Stuttgart,Germany,Male,84,537,8,0.0,174646.38,1,1,1,186235.98,0,cliente com saldo zerado
15785980,Diego Martins Nunes,sem_email@banco.com,29727-0,,Madrid,Spain,Male,34,588,6,121132.26,247068.38,2,1,0,86460.28,0,cliente premium
15687218,Renata Souza Ribeiro,renata.souza@yahoo.com.br,59947-3,,Nice,France,Female,27,674,4,79144.34,180777.6,1,0,1,50743.83,0,cliente ativo
15648461,André Costa Araújo,andre.costa@outlook.com,88497-9,,Bilbao,Spain,Male,37,688,7,138162.41,162563.25,2,1,1,113926.31,0,cliente premium
15736271,Ana Clara Souza,ana.clara@outlook.com,37599-6,09/01/1995,Toulouse,France,Female,29,498,9,0.0,0.0,1,1,0,190035.83,0,cliente com saldo zerado
15773277,Felipe Lima Santos,felipe.lima@uol.com.br,65764-6,19/09/1989,Paris,France,Male,35,676,5,106836.67,251243.41,2,1,0,84199.78,0,cliente premium
15778368,Gustavo Pinto Ribeiro,gustavo.pinto@hotmail.com,80071-9,,Munich,Germany,Male,50,552,4,121175.56,162740.77,1,1,0,117505.07,1,cliente em risco de churn
15686436,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,83347-6,,Barcelona,Spain,Male,32,523,4,0.0,0.0,2,1,0,167848.02,0,cliente com saldo zerado
15710689,Alexandre Moreira Dias,alexandre.moreira@gmail.com,36370-0,04/09/1984,Zaragoza,Spain,Male,40,578,6,63609.92,121841.73,1,0,0,74965.61,1,cliente em risco de churn
15584897,Vanessa Gomes Carvalho,vanessa.gomes@yahoo.com.br,20226-7,18/01/1993,Paris,France,Female,31,639,3,98360.03,218095.52,1,0,0,100153.43,0,cliente ativo
15806967,Elaine Pinto Mendes,elaine.pinto@hotmail.com,35852-4,15/02/1959,Marseille,France,Female,65,778,7,0.0,0.0,1,1,1,77867.23,0,cliente com saldo zerado
15790455,Juliana Alves Pereira,sem_email@banco.com,06234-3,19/01/1974,Nantes,France,Female,37,478,2,0.0,0.0,1,0,1,93332.64,1,cliente em risco de churn
15634281,Débora Ribeiro Lima,debora.ribeiro@terra.com.br,60702-3,15/02/1981,Stuttgart,Germany,Female,43,720,10,110822.9,153329.41,1,0,0,72861.94,0,cliente premium
15815693,Rodrigo Santos Gomes,rodrigo.santos@gmail.com,15004-6,,Munich,Germany,Male,37,642,8,134497.27,330657.24,1,0,0,43250.54,0,cliente premium
15706593,Priscila Rocha Nunes,priscila.rocha@uol.com.br,64324-5,10/04/1974,Barcelona,Spain,Female,50,850,10,0.0,0.0,2,1,1,33741.84,0,cliente com saldo zerado
15684395,Elaine Pinto Mendes,elaine.pinto@hotmail.com,87811-8,12/07/1979,Barcelona,Spain,Female,45,446,10,125191.69,224443.94,1,1,1,100153.43,1,cliente em risco de churn
15640260,Mateus Carvalho Alves,mateus.carvalho@yahoo.com.br,98168-2,03/04/1992,Cologne,Germany,Male,32,595,8,131081.66,208283.29,2,1,1,69428.79,0,cliente premium
15776850,Priscila Rocha Nunes,priscila.rocha@outlook.com,63428-3,,Bilbao,Spain,Female,43,749,1,124209.02,112911.03,1,1,1,167179.48,0,cliente premium
15760641,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,86014-9,,Frankfurt,Germany,Male,26,652,1,106648.98,189818.82,1,0,1,7063.6,0,cliente premium
15632272,Débora Ribeiro Lima,debora.ribeiro@outlook.com,35419-6,,Bordeaux,France,Female,42,792,2,95772.97,0.0,2,1,0,92664.09,0,cliente ativo
15779414,Thiago Alves Pereira,thiago.alves@hotmail.com,08496-3,14/04/1984,Sevilla,Spain,Male,40,696,3,153639.11,96521.41,1,1,1,138351.68,0,cliente premium
15584452,Fernando Henrique Costa,fernando.henrique@outlook.com,81294-4,,Nantes,France,Male,41,652,6,0.0,0.0,2,0,0,167181.77,0,cliente com saldo zerado
15693264,Silvana Costa Ferreira,silvana.costa@outlook.com,61932-5,01/08/1995,Toulouse,France,Female,29,583,10,0.0,0.0,2,1,1,111285.85,0,cliente com saldo zerado
15691871,Rafael Oliveira Costa,rafael.oliveira@outlook.com,03364-2,,Cologne,Germany,Male,42,503,9,153279.39,106053.27,1,1,1,151336.96,0,cliente premium
15631267,Thiago Alves Pereira,thiago.alves@yahoo.com.br,06817-3,,Paris,France,Male,50,641,6,153590.73,85461.18,2,1,1,130910.78,0,cliente premium
15715988,Felipe Lima Santos,felipe.lima@outlook.com,21913-2,,Nice,France,Male,35,793,2,0.0,0.0,2,1,1,79704.12,0,cliente com saldo zerado
15627365,Paulo Roberto Mendes,paulo.roberto@terra.com.br,18348-1,,Marseille,France,Male,37,732,0,-0.0,0.0,2,1,1,184350.78,0,cliente com saldo zerado
15662500,Marcos Pereira Rocha,marcos.pereira@hotmail.com,50901-2,,Valencia,Spain,Male,32,774,9,0.0,0.0,2,1,0,10604.48,0,cliente com saldo zerado
15745266,Leandro Nunes Ferreira,leandro.nunes@yahoo.com.br,41736-9,,Madrid,Spain,Male,55,434,6,0.0,0.0,1,0,1,73562.05,1,cliente em risco de churn
15661670,Aline Carvalho Araújo,aline.carvalho@terra.com.br,34061-8,06/06/1993,Berlin,Germany,Female,31,524,8,0.0,294495.54,1,1,0,199725.39,1,cliente em risco de churn
15675963,Ana Clara Souza,ana.clara@outlook.com,22174-6,23/07/1967,Toulouse,France,Female,57,627,9,0.0,0.0,2,1,1,107712.42,0,cliente com saldo zerado
15788126,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,16581-5,,Zaragoza,Spain,Female,38,689,6,121021.05,166581.71,1,1,1,12182.15,0,cliente premium
15636860,André Costa Araújo,sem_email@banco.com,85796-9,19/02/1981,Marseille,France,Male,43,625,4,122351.29,111563.24,1,1,0,71216.6,0,cliente premium
15633461,Rodrigo Santos Gomes,rodrigo.santos@hotmail.com,02651-4,,Munich,Germany,Male,38,639,5,130170.82,241347.83,1,1,1,149599.62,0,cliente premium
15747677,Fernando Henrique Costa,fernando.henrique@terra.com.br,68958-3,21/03/1955,Sevilla,Spain,Male,69,656,6,95772.97,187162.31,1,1,1,36108.5,0,cliente ativo
15749905,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,62428-6,17/11/1977,Bilbao,Spain,Female,47,698,6,0.0,0.0,1,1,0,50213.81,1,cliente em risco de churn
15672152,Thiago Alves Pereira,thiago.alves@gmail.com,82502-5,,Cologne,Germany,Male,37,850,9,122506.38,260135.81,1,0,1,199693.84,1,cliente em risco de churn
15567980,Renata Souza Ribeiro,renata.souza@yahoo.com.br,75633-3,11/12/1978,Hamburg,Germany,Female,46,537,5,100727.5,136598.57,1,0,1,140857.76,1,cliente em risco de churn
15692235,Débora Ribeiro Lima,debora.ribeiro@outlook.com,36515-5,14/08/1986,Toulouse,France,Female,38,750,1,0.0,0.0,2,1,0,47764.99,0,cliente com saldo zerado
15709447,Mariana Costa Santos,mariana.costa@terra.com.br,78409-3,12/06/1998,Toulouse,France,Female,26,584,0,146286.22,222884.59,1,1,0,105105.35,0,cliente premium
15722037,Lucas Ferreira Lima,lucas.ferreira@terra.com.br,93981-2,,Munich,Germany,Male,36,610,7,115462.02,319611.33,1,0,1,42581.04,0,cliente premium
15647306,Letícia Ferreira Silva,leticia.ferreira@terra.com.br,89794-2,01/09/1995,Lyon,France,Female,29,777,9,131240.61,75810.11,1,1,1,163746.09,1,cliente em risco de churn
15815694,Mariana Costa Santos,mariana.costa@outlook.com,57245-0,01/08/1994,Nice,France,Female,30,692,7,0.0,0.0,2,1,1,18826.34,0,cliente com saldo zerado
15786249,Ricardo Borges Silva,ricardo.borges@terra.com.br,11333-9,19/08/1994,Valencia,Spain,Male,30,616,2,0.0,0.0,2,1,0,199099.51,0,cliente com saldo zerado
15743871,André Costa Araújo,andre.costa@yahoo.com.br,45882-8,,Nantes,France,Male,59,567,3,0.0,0.0,2,1,0,25843.7,1,cliente em risco de churn
15578835,Mariana Costa Santos,mariana.costa@outlook.com,06621-3,08/04/1974,Zaragoza,Spain,Female,50,675,1,133204.91,90695.35,1,0,1,8270.06,0,cliente premium
15572428,Mariana Costa Santos,mariana.costa@yahoo.com.br,73535-0,,Berlin,Germany,Female,33,717,0,115777.23,223258.88,1,1,1,100153.43,0,cliente premium
15631838,Lucas Ferreira Lima,lucas.ferreira@hotmail.com,87800-3,,Lyon,France,Male,61,606,5,0.0,57954.11,2,0,1,8643.21,0,cliente com saldo zerado
15669516,Thiago Alves Pereira,thiago.alves@yahoo.com.br,61818-1,,Valencia,Spain,Male,36,746,2,0.0,0.0,2,1,1,16436.56,0,cliente com saldo zerado
15570004,João Pedro Souza,joao.pedro@terra.com.br,25753-8,14/12/1993,Nice,France,Male,31,850,3,0.0,0.0,2,1,0,121866.87,0,cliente com saldo zerado
15679813,Bruno Souza Martins,bruno.souza@yahoo.com.br,41457-2,,Bilbao,Spain,Male,28,727,1,0.0,0.0,1,1,0,40357.39,0,cliente com saldo zerado
15703399,Elaine Pinto Mendes,elaine.pinto@outlook.com,55512-9,,Toulouse,France,Female,26,756,5,101641.14,256096.53,2,0,1,154460.68,0,cliente premium
15797787,João Pedro Souza,joao.pedro@yahoo.com.br,34205-5,22/12/1988,Lyon,France,Male,36,614,1,118311.76,94991.17,1,1,0,146134.68,0,cliente premium
15679453,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com.br,24825-4,,Frankfurt,Germany,Female,39,614,8,125997.22,193541.12,1,1,1,128049.34,1,cliente em risco de churn
15802009,Ana Clara Souza,ana.clara@uol.com.br,81627-1,16/01/1991,Lyon,France,Female,33,770,6,0.0,0.0,2,1,1,100153.43,0,cliente com saldo zerado
15595221,Juliana Alves Pereira,juliana.alves@outlook.com,36685-1,,Cologne,Germany,Female,33,850,7,134678.13,156578.96,1,1,0,100153.43,0,cliente premium
15709741,Carlos Eduardo Silva,carlos.eduardo@gmail.com,33800-9,,Paris,France,Male,28,668,4,107141.27,145871.93,1,1,0,193018.71,0,cliente premium
15634245,Letícia Ferreira Silva,leticia.ferreira@gmail.com,28608-9,,Munich,Germany,Female,47,758,9,95523.16,272200.92,1,1,0,73294.48,0,cliente ativo
15802478,Bruno Souza Martins,bruno.souza@yahoo.com.br,66993-2,05/10/1993,Madrid,Spain,Male,31,767,6,0.0,0.0,2,1,1,195668.0,0,cliente com saldo zerado
15694946,Rodrigo Santos Gomes,rodrigo.santos@uol.com.br,74787-7,22/02/1989,Bordeaux,France,Male,35,663,9,0.0,0.0,2,1,1,100153.43,0,cliente com saldo zerado
15746258,Leandro Nunes Ferreira,leandro.nunes@uol.com.br,94006-4,,Paris,France,Male,29,622,7,0.0,149788.78,1,1,1,100153.43,0,cliente com saldo zerado
15763579,Patrícia Rocha Alves,patricia.rocha@yahoo.com.br,12396-4,,Frankfurt,Germany,Female,36,702,2,105264.88,65017.17,2,1,1,52909.87,0,cliente premium
15676242,André Costa Araújo,andre.costa@gmail.com,37245-5,14/12/1993,Zaragoza,Spain,Male,31,632,3,136556.44,238009.26,1,1,0,82152.83,1,cliente em risco de churn
15752915,Larissa Pereira Gomes,larissa.pereira@hotmail.com,38537-1,05/07/1990,Toulouse,France,Female,34,488,2,0.0,0.0,2,1,1,181270.84,0,cliente com saldo zerado
15790594,Natália Santos Martins,natalia.santos@yahoo.com.br,90111-8,24/03/1997,Paris,France,Female,27,535,6,0.0,0.0,2,0,1,49775.58,0,cliente com saldo zerado
15584704,Ricardo Borges Silva,sem_email@banco.com,90038-0,,Bordeaux,France,Male,48,519,10,71083.98,121781.2,1,1,0,100153.43,0,cliente ativo
15629150,Elaine Pinto Mendes,elaine.pinto@gmail.com,15162-6,14/06/1987,Lyon,France,Female,37,721,1,0.0,0.0,2,1,0,70810.8,0,cliente com saldo zerado
15571305,Ana Clara Souza,ana.clara@yahoo.com.br,72616-9,23/01/1989,Hamburg,Germany,Female,35,588,1,103060.63,169854.19,1,1,0,179866.01,1,cliente em risco de churn
15701741,Débora Ribeiro Lima,debora.ribeiro@hotmail.com,92931-3,27/12/1985,Nice,France,Female,39,711,3,152462.79,300273.71,1,1,0,90305.97,0,cliente premium
15731478,Amanda Oliveira Rocha,sem_email@banco.com,29202-5,,Nice,France,Female,42,712,1,87842.98,196537.93,1,0,0,92223.59,0,cliente ativo
15752885,Felipe Lima Santos,felipe.lima@outlook.com,41015-6,,Paris,France,Male,42,529,1,157498.9,435208.44,1,1,1,82276.62,0,cliente premium
15637131,André Costa Araújo,andre.costa@outlook.com,99533-8,,Nice,France,Male,38,829,9,0.0,0.0,2,1,0,100153.43,0,cliente com saldo zerado
15777122,Débora Ribeiro Lima,sem_email@banco.com,89305-4,08/04/1993,Paris,France,Female,31,553,4,0.0,0.0,2,1,1,89087.4,0,cliente com saldo zerado
15815695,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,17015-4,,Cologne,Germany,Female,49,798,5,132571.67,383105.22,1,1,1,31686.33,1,cliente em risco de churn
15618213,Cristiane Moreira Pinto,sem_email@banco.com,45604-5,10/02/1992,Lyon,France,Female,32,674,7,85757.93,112134.36,1,1,1,100153.43,0,cliente ativo
15777452,Amanda Oliveira Rocha,sem_email@banco.com,06049-9,08/03/1978,Marseille,France,Female,46,587,6,88820.29,230453.43,1,0,0,100153.43,0,cliente ativo
15739123,Alexandre Moreira Dias,alexandre.moreira@yahoo.com.br,59371-5,14/08/1974,Berlin,Germany,Male,50,737,4,127552.85,131144.39,2,1,0,4225.11,0,cliente premium
15644400,Rafael Oliveira Costa,rafael.oliveira@hotmail.com,86090-2,,Bordeaux,France,Male,44,709,9,128601.98,226639.39,1,1,0,117031.2,0,cliente premium
15598894,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,75743-6,02/07/1986,Valencia,Spain,Male,38,784,10,122267.85,219872.04,1,0,0,145759.93,0,cliente premium
15707473,Amanda Oliveira Rocha,amanda.oliveira@gmail.com,72791-2,26/11/1976,Berlin,Germany,Female,48,850,6,111962.99,197583.52,1,1,0,111755.8,0,cliente premium
15695499,Ana Clara Souza,ana.clara@terra.com.br,92953-9,04/09/1979,Toulouse,France,Female,45,510,10,103821.47,229066.62,2,0,1,77878.62,0,cliente premium
15725355,Priscila Rocha Nunes,sem_email@banco.com,31269-6,24/11/1981,Bordeaux,France,Female,43,439,8,0.0,0.0,1,0,1,104889.3,0,cliente com saldo zerado
15728963,Camila Martins Lima,sem_email@banco.com,00358-2,07/11/1973,Cologne,Germany,Female,51,617,10,167273.71,437651.08,1,0,0,93439.75,1,cliente em risco de churn
15815690,Renata Souza Ribeiro,renata.souza@hotmail.com,03200-7,03/07/1984,Zaragoza,Spain,Female,40,614,3,113348.5,122659.67,1,1,1,77789.01,0,cliente premium
15777616,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,26907-3,16/02/1996,Cologne,Germany,Male,28,605,10,113690.83,177743.25,1,1,0,33114.24,0,cliente premium
15721793,Débora Ribeiro Lima,debora.ribeiro@outlook.com,59176-8,05/02/1974,Munich,Germany,Female,50,510,7,123936.54,266609.1,1,1,1,23768.01,0,cliente premium
15730044,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,35885-9,,Hamburg,Germany,Female,42,809,6,64497.94,139131.7,3,0,1,182436.81,1,cliente em risco de churn
15644295,Ana Clara Souza,ana.clara@hotmail.com,80821-0,,Zaragoza,Spain,Female,39,731,2,126816.18,278067.84,1,1,1,74850.93,0,cliente premium
15715907,André Costa Araújo,andre.costa@yahoo.com.br,64323-0,12/01/1960,Bordeaux,France,Male,64,699,9,113109.52,228896.28,1,1,0,27980.8,1,cliente em risco de churn
15619016,Marcos Pereira Rocha,sem_email@banco.com,36354-4,18/12/1978,Frankfurt,Germany,Male,46,660,5,109019.65,126319.28,2,1,1,33680.56,0,cliente premium
15694717,Marcos Pereira Rocha,marcos.pereira@outlook.com,25219-1,,Frankfurt,Germany,Male,37,544,2,0.0,103037.95,1,1,1,57558.95,0,cliente com saldo zerado
15738497,Vinicius Araújo Lima,vinicius.araujo@gmail.com,32868-5,11/03/1980,Barcelona,Spain,Male,44,729,4,107726.93,191777.79,2,1,0,153064.87,0,cliente premium
15793723,Leandro Nunes Ferreira,leandro.nunes@hotmail.com,83789-5,,Cologne,Germany,Male,32,607,9,144272.07,365805.0,2,1,0,176580.63,0,cliente premium
15791114,Alexandre Moreira Dias,alexandre.moreira@uol.com.br,84745-8,21/08/1987,Nantes,France,Male,37,700,1,135179.49,391639.27,1,1,0,160670.37,0,cliente premium
15808326,Camila Martins Lima,camila.martins@gmail.com,58545-9,,Nice,France,Female,37,592,9,0.0,0.0,2,1,1,20460.2,0,cliente com saldo zerado
15604813,Gustavo Pinto Ribeiro,gustavo.pinto@terra.com.br,64792-6,03/09/1984,Nantes,France,Male,40,652,7,-0.0,0.0,2,0,1,158071.69,0,cliente com saldo zerado
15624510,Carlos Eduardo Silva,carlos.eduardo@uol.com.br,85765-3,23/11/1972,Nice,France,Male,52,696,6,139781.06,218487.65,1,1,0,27445.4,1,cliente em risco de churn
15634180,Fernando Henrique Costa,fernando.henrique@gmail.com,57048-6,,Berlin,Germany,Male,26,729,4,97268.1,247955.11,2,1,0,39356.38,0,cliente ativo
15666173,Letícia Ferreira Silva,leticia.ferreira@outlook.com,86381-8,24/03/1992,Stuttgart,Germany,Female,32,793,1,96408.98,236963.98,1,1,1,138191.81,0,cliente ativo
15806184,Alexandre Moreira Dias,alexandre.moreira@hotmail.com,29059-6,,Madrid,Spain,Male,33,618,4,0.0,0.0,2,1,1,77550.18,0,cliente com saldo zerado
15651740,Débora Ribeiro Lima,debora.ribeiro@terra.com,20561-4,,Madrid,Spain,Female,30,525,5,0.0,0.0,2,0,1,100153.43,0,cliente com saldo zerado
15777994,Letícia Ferreira Silva,sem_email@banco.com,71227-8,06/09/1985,Lyon,France,Female,39,718,3,0.0,0.0,2,1,1,145355.11,0,cliente com saldo zerado
15651883,Vanessa Gomes Carvalho,vanessa.gomes@terra.com,38279-0,14/07/1969,Munich,Germany,Female,55,794,6,115796.7,262512.16,1,1,0,160526.36,1,cliente em risco de churn
15732175,Leandro Nunes Ferreira,sem_email@banco.com,23136-5,21/11/1987,Paris,France,Male,37,776,2,0.0,0.0,1,0,1,8065.0,0,cliente com saldo zerado
15644200,Larissa Pereira Gomes,larissa.pereira@uol.com.br,67680-8,26/04/1982,Valencia,Spain,Female,42,807,1,0.0,0.0,1,1,0,16500.66,1,cliente em risco de churn
15760550,Gustavo Pinto Ribeiro,gustavo.pinto@outlook.com,67127-0,12/08/1985,Sevilla,Spain,Male,37,741,7,143637.58,241335.17,2,0,1,174227.66,0,cliente premium
15671779,Rodrigo Santos Gomes,rodrigo.santos@terra.com.br,29936-0,18/05/1985,Paris,France,Male,39,567,5,0.0,0.0,2,0,0,168521.72,0,cliente com saldo zerado
