customer_id,nome,email,numero_conta,data_nascimento,cidade,country,gender,age,credit_score,tenure,balance,limite_credito,products_number,credit_card,active_member,estimated_salary,churn,perfil,mensagem_ia
15778368,Gustavo Pinto Ribeiro,gustavo.pinto@hotmail.com,80071-9,,Munich,Germany,Male,50,552,4,121175.56,162740.77,1,1,0,117505.07,1,cliente em risco de churn,"Gustavo, valorizamos muito sua presença no ABC Bank. Que tal explorarmos juntos oportunidades para otimizar seu saldo e aproveitar benefícios exclusivos?"
15710689,Alexandre Moreira Dias,alexandre.moreira@gmail.com,36370-0,04/09/1984,Zaragoza,Spain,Male,40,578,6,63609.92,121841.73,1,0,0,74965.61,1,cliente em risco de churn,"Alexandre, valorizamos muito sua presença no ABC Bank! Queremos entender como podemos melhorar para continuar te atendendo da melhor forma."
15790455,Juliana Alves Pereira,sem_email@banco.com,06234-3,19/01/1974,Nantes,France,Female,37,478,2,0.0,0.0,1,0,1,93332.64,1,cliente em risco de churn,"Juliana, sabemos que você é uma cliente importante para nós e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15684395,Elaine Pinto Mendes,elaine.pinto@hotmail.com,87811-8,12/07/1979,Barcelona,Spain,Female,45,446,10,125191.69,224443.94,1,1,1,100153.43,1,cliente em risco de churn,"Elaine, valorizamos muito sua confiança no ABC Bank! Queremos garantir que você tenha sempre a melhor experiência conosco."
15745266,Leandro Nunes Ferreira,leandro.nunes@yahoo.com.br,41736-9,,Madrid,Spain,Male,55,434,6,0.0,0.0,1,0,1,73562.05,1,cliente em risco de churn,"Leandro, valorizamos muito sua confiança no ABC Bank. Estamos aqui para ajudar a encontrar a melhor solução para você!"
15661670,Aline Carvalho Araújo,aline.carvalho@terra.com.br,34061-8,06/06/1993,Berlin,Germany,Female,31,524,8,0.0,294495.54,1,1,0,199725.39,1,cliente em risco de churn,"Aline, sabemos que você tem um limite de crédito disponível para aproveitar. Vamos conversar sobre como podemos ajudar você a usar melhor seus recursos?"
15749905,Letícia Ferreira Silva,leticia.ferreira@hotmail.com,62428-6,17/11/1977,Bilbao,Spain,Female,47,698,6,0.0,0.0,1,1,0,50213.81,1,cliente em risco de churn,"Letícia, sabemos que a vida em Bilbao pode ser cheia de surpresas. Estamos aqui para ajudar com soluções que se adaptam ao seu momento!"
15672152,Thiago Alves Pereira,thiago.alves@gmail.com,82502-5,,Cologne,Germany,Male,37,850,9,122506.38,260135.81,1,0,1,199693.84,1,cliente em risco de churn,"Thiago, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que atendam às suas necessidades, seja em Cologne ou no Brasil."
15567980,Renata Souza Ribeiro,renata.souza@yahoo.com.br,75633-3,11/12/1978,Hamburg,Germany,Female,46,537,5,100727.5,136598.57,1,0,1,140857.76,1,cliente em risco de churn,"Renata, valorizamos muito sua confiança no ABC Bank! Queremos garantir que você tenha sempre a melhor experiência conosco."
15647306,Letícia Ferreira Silva,leticia.ferreira@terra.com.br,89794-2,01/09/1995,Lyon,France,Female,29,777,9,131240.61,75810.11,1,1,1,163746.09,1,cliente em risco de churn,"Letícia, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer o melhor suporte e produtos que combinem com suas necessidades."
15743871,André Costa Araújo,andre.costa@yahoo.com.br,45882-8,,Nantes,France,Male,59,567,3,0.0,0.0,2,1,0,25843.7,1,cliente em risco de churn,"André, sabemos que você tem produtos conosco e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15679453,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com.br,24825-4,,Frankfurt,Germany,Female,39,614,8,125997.22,193541.12,1,1,1,128049.34,1,cliente em risco de churn,"Cristiane, valorizamos muito sua confiança no ABC Bank! Estamos aqui para oferecer soluções que se adaptem às suas necessidades."
15676242,André Costa Araújo,andre.costa@gmail.com,37245-5,14/12/1993,Zaragoza,Spain,Male,31,632,3,136556.44,238009.26,1,1,0,82152.83,1,cliente em risco de churn,"André, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você continue tendo a melhor experiência conosco. Estamos aqui para ajudar com qualquer necessidade!"
15571305,Ana Clara Souza,ana.clara@yahoo.com.br,72616-9,23/01/1989,Hamburg,Germany,Female,35,588,1,103060.63,169854.19,1,1,0,179866.01,1,cliente em risco de churn,"Ana Clara, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
15815695,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,17015-4,,Cologne,Germany,Female,49,798,5,132571.67,383105.22,1,1,1,31686.33,1,cliente em risco de churn,"Vanessa, valorizamos muito sua confiança no ABC Bank! Estamos aqui para oferecer soluções que combinem com suas necessidades."
15728963,Camila Martins Lima,sem_email@banco.com,00358-2,07/11/1973,Cologne,Germany,Female,51,617,10,167273.71,437651.08,1,0,0,93439.75,1,cliente em risco de churn,"Camila, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você continue tendo a melhor experiência conosco. Estamos aqui para oferecer suporte e vantagens exclusivas para você!"
15730044,Vanessa Gomes Carvalho,vanessa.gomes@hotmail.com,35885-9,,Hamburg,Germany,Female,42,809,6,64497.94,139131.7,3,0,1,182436.81,1,cliente em risco de churn,"Vanessa, valorizamos muito sua confiança no ABC Bank! Queremos garantir que você tenha sempre a melhor experiência conosco."
15715907,André Costa Araújo,andre.costa@yahoo.com.br,64323-0,12/01/1960,Bordeaux,France,Male,64,699,9,113109.52,228896.28,1,1,0,27980.8,1,cliente em risco de churn,"André, valorizamos muito sua presença no ABC Bank. Que tal aproveitar seu limite de crédito para realizar seus planos?"
15624510,Carlos Eduardo Silva,carlos.eduardo@uol.com.br,85765-3,23/11/1972,Nice,France,Male,52,696,6,139781.06,218487.65,1,1,0,27445.4,1,cliente em risco de churn,"Carlos Eduardo, valorizamos muito sua presença no ABC Bank! Que tal aproveitar seu limite disponível para investir em algo que faça sentido para você? Estamos aqui para ajudar."
15651883,Vanessa Gomes Carvalho,vanessa.gomes@terra.com,38279-0,14/07/1969,Munich,Germany,Female,55,794,6,115796.7,262512.16,1,1,0,160526.36,1,cliente em risco de churn,"Vanessa, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja um novo produto ou suporte especial."
15644200,Larissa Pereira Gomes,larissa.pereira@uol.com.br,67680-8,26/04/1982,Valencia,Spain,Female,42,807,1,0.0,0.0,1,1,0,16500.66,1,cliente em risco de churn,"Larissa, sentimos sua falta! Queremos entender como podemos melhorar para você continuar conosco. Estamos aqui para ajudar."
15699772,Débora Ribeiro Lima,debora.ribeiro@gmail.com,52937-0,,Munich,Germany,Female,40,428,3,129248.11,256248.7,2,1,0,72876.43,1,cliente em risco de churn,"Débora, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha."
15707596,Beatriz Nunes Ferreira,beatriz.nunes@outlook.com,79994-6,02/07/1950,Cologne,Germany,Female,74,546,8,114888.74,240602.37,2,1,1,66732.63,1,cliente em risco de churn,"Beatriz, valorizamos muito sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha."
15775912,Vinicius Araújo Lima,vinicius.araujo@yahoo.com.br,30386-7,04/09/1976,Bordeaux,France,Male,48,698,4,101238.24,300494.36,2,0,1,177815.87,1,cliente em risco de churn,"Vinicius, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, mesmo morando na França."
15813113,Vanessa Gomes Carvalho,vanessa.gomes@outlook.com,78820-5,,Madrid,Spain,Female,56,795,5,0.0,0.0,1,1,0,35418.69,1,cliente em risco de churn,"Vanessa, sabemos que você está longe, mas estamos aqui para ajudar. Queremos entender como podemos melhorar sua experiência no ABC Bank."
15733966,Ana Clara Souza,ana.clara@uol.com.br,41629-7,24/02/1969,Munich,Germany,Female,55,496,4,125292.53,64583.23,1,1,1,31532.96,1,cliente em risco de churn,"Ana Clara, valorizamos muito sua confiança no ABC Bank! Estamos aqui para oferecer o melhor suporte e soluções que se adaptem às suas necessidades."
15717398,Aline Carvalho Araújo,aline.carvalho@terra.com.br,12935-6,03/08/1985,Madrid,Spain,Female,39,549,7,0.0,0.0,1,0,0,81259.25,1,cliente em risco de churn,"Aline, sentimos sua falta! Queremos entender como podemos melhorar para você. Estamos aqui para ajudar."
15737814,Lucas Ferreira Lima,lucas.ferreira@yahoo.com.br,94271-7,,Nantes,France,Male,41,622,2,127087.06,167439.35,1,1,0,102402.91,1,cliente em risco de churn,"Lucas, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você continue satisfeito. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive no exterior."
15750447,Camila Martins Lima,camila.martins@uol.com,03069-2,16/10/1964,Paris,France,Female,60,678,10,117738.81,91374.7,1,1,0,147489.76,1,cliente em risco de churn,"Camila, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você continue satisfeita. Estamos aqui para oferecer soluções que combinem com suas necessidades."
15785024,Vanessa Gomes Carvalho,vanessa.gomes@terra.com.br,06766-6,23/10/1984,Nice,France,Female,40,629,9,137409.19,345440.12,1,1,0,175877.7,1,cliente em risco de churn,"Vanessa, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na França."
15815271,Marcos Pereira Rocha,sem_email@banco.com,05358-9,,Berlin,Germany,Male,43,755,6,165048.5,282149.13,3,1,0,16929.41,1,cliente em risco de churn,"Marcos, valorizamos muito sua confiança no ABC Bank. Que tal aproveitar nossos benefícios exclusivos para continuar ao nosso lado?"
15755241,Juliana Alves Pereira,juliana.alves@outlook.com,24474-2,07/05/1972,Lyon,France,Female,52,714,2,0.0,0.0,1,0,1,100153.43,1,cliente em risco de churn,"Juliana, sabemos que você está em Lyon e queremos garantir que o ABC Bank continue sendo seu parceiro de confiança. Estamos aqui para ajudar com qualquer necessidade!"
15682600,Vinicius Araújo Lima,vinicius.araujo@outlook.com,24179-7,06/10/1985,Berlin,Germany,Male,39,620,9,159492.79,302494.98,1,1,0,80582.34,1,cliente em risco de churn,"Vinicius, valorizamos sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja em Berlin ou no Brasil!"
15584090,Patrícia Rocha Alves,patricia.rocha@hotmail.com,34312-4,28/12/1984,Zaragoza,Spain,Female,40,621,7,0.0,0.0,2,0,1,131283.6,1,cliente em risco de churn,"Patrícia, sabemos que você é uma cliente importante para nós e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15757306,Thiago Alves Pereira,thiago.alves@outlook.com,52752-0,16/08/1975,Zaragoza,Spain,Male,49,738,3,0.0,0.0,3,1,1,65066.48,1,cliente em risco de churn,"Thiago, valorizamos muito sua confiança no ABC Bank. Estamos aqui para ajudar a encontrar soluções que se adaptem melhor às suas necessidades."
15624993,Renata Souza Ribeiro,renata.souza@hotmail.com,76890-8,21/12/1988,Toulouse,France,Female,36,753,7,128518.98,77274.98,1,1,1,44567.83,1,cliente em risco de churn,"Renata, valorizamos muito sua confiança no ABC Bank e estamos aqui para oferecer o melhor suporte. Que tal conversarmos sobre como podemos melhorar ainda mais sua experiência conosco?"
15644692,Silvana Costa Ferreira,silvana.costa@uol.com.br,08300-8,,Paris,France,Female,47,546,8,0.0,0.0,1,1,1,66408.01,1,cliente em risco de churn,"Silvana, sabemos que você é uma cliente importante para nós e adoraríamos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15724076,Camila Martins Lima,camila.martins@yahoo.com.br,07326-7,21/04/1967,Zaragoza,Spain,Female,57,815,5,0.0,0.0,3,0,0,38941.44,1,cliente em risco de churn,"Camila, sentimos sua falta! Queremos entender como podemos melhorar para você continuar conosco. Estamos aqui para ajudar."
15751203,Gustavo Pinto Ribeiro,gustavo.pinto@outlook.com,63184-0,22/11/1998,Toulouse,France,Male,26,702,5,56738.47,113112.29,2,1,1,100442.22,1,cliente em risco de churn,"Gustavo, valorizamos muito sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade!"
15778410,Ana Clara Souza,ana.clara@uol.com.br,60740-1,08/01/1972,Barcelona,Spain,Female,52,533,7,0.0,0.0,1,0,1,194113.99,1,cliente em risco de churn,"Ana Clara, sabemos que você está em Barcelona e adoraríamos continuar te ajudando com suas finanças. Estamos aqui para oferecer soluções que se adaptem ao seu momento!"
15773868,Débora Ribeiro Lima,debora.ribeiro@hotmail.com,38383-3,,Stuttgart,Germany,Female,37,653,3,125734.2,153378.54,2,1,0,134625.09,1,cliente em risco de churn,"Débora, valorizamos muito sua presença no ABC Bank! Que tal explorarmos juntos benefícios exclusivos para você?"
15656822,Thiago Alves Pereira,thiago.alves@yahoo.com.br,04048-0,,Hamburg,Germany,Male,43,568,5,87612.64,55745.57,4,1,1,107155.4,1,cliente em risco de churn,"Thiago, valorizamos muito sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Hamburgo!"
15711789,Priscila Rocha Nunes,priscila.rocha@hotmail.com,86620-5,24/09/1982,Madrid,Spain,Female,42,768,3,0.0,0.0,1,0,0,161242.99,1,cliente em risco de churn,"Priscila, sabemos que você está longe, mas queremos que saiba que estamos aqui para ajudar. Se precisar de algo, é só chamar!"
15774936,Ricardo Borges Silva,ricardo.borges@yahoo.com.br,50846-8,,Frankfurt,Germany,Male,41,543,6,143350.41,298831.78,1,1,1,192070.16,1,cliente em risco de churn,"Ricardo, valorizamos muito sua confiança no ABC Bank. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, seja em Frankfurt ou no Brasil."
15681878,Thiago Alves Pereira,thiago.alves@terra.com.br,56051-0,19/11/1979,Cologne,Germany,Male,45,436,3,104339.11,171988.94,2,1,1,183540.22,1,cliente em risco de churn,"Thiago, valorizamos muito sua confiança no ABC Bank! Estamos aqui para oferecer o melhor suporte e condições exclusivas para você."
15645200,Priscila Rocha Nunes,priscila.rocha@hotmail.com,22560-3,,Cologne,Germany,Female,54,581,2,152508.99,397359.78,1,1,0,187597.98,1,cliente em risco de churn,"Priscila, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha!"
15774250,Lucas Ferreira Lima,lucas.ferreira@gmail.com,02726-1,10/12/1982,Toulouse,France,Male,42,532,1,0.0,144680.79,1,1,0,100982.93,1,cliente em risco de churn,"Lucas, sabemos que você tem um limite de crédito disponível e queremos ajudar a aproveitá-lo da melhor forma. Estamos aqui para te oferecer soluções que se encaixem no seu momento."
15806027,Fernanda Lima Costa,fernanda.lima@gmail.com,26346-0,,Nantes,France,Female,52,556,9,0.0,0.0,1,1,0,175149.2,1,cliente em risco de churn,"Fernanda, sabemos que você está longe, mas estamos aqui para ajudar. Queremos entender como podemos melhorar sua experiência no ABC Bank!"
15619608,Amanda Oliveira Rocha,amanda.oliveira@gmail.com,76313-8,02/11/1974,Berlin,Germany,Female,50,454,10,92895.56,233925.34,1,1,0,154344.0,1,cliente em risco de churn,"Amanda, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive com benefícios exclusivos para clientes como você."
15809320,Silvana Costa Ferreira,silvana.costa@hotmail.com,27397-5,,Zaragoza,Spain,Female,52,845,0,0.0,0.0,1,1,0,31726.76,1,cliente em risco de churn,"Silvana, sabemos que você está longe, mas estamos aqui para ajudar. Que tal conversarmos sobre como podemos melhorar sua experiência no ABC Bank?"
15791053,Felipe Lima Santos,felipe.lima@gmail.com,64169-2,02/10/1979,Stuttgart,Germany,Male,45,709,4,122917.71,152123.18,1,1,1,11.58,1,cliente em risco de churn,"Felipe, valorizamos muito sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Stuttgart!"
15780254,Gustavo Pinto Ribeiro,sem_email@banco.com,93051-5,25/01/1984,Nantes,France,Male,40,654,6,0.0,0.0,1,0,0,100153.43,1,cliente em risco de churn,"Gustavo, sabemos que você está longe, mas estamos aqui para ajudar. Queremos entender como podemos melhorar sua experiência no ABC Bank."
15612494,Cristiane Moreira Pinto,cristiane.moreira@yahoo.com.br,41718-2,05/02/1980,Nice,France,Female,44,359,6,128747.69,217142.92,1,1,0,146955.71,1,cliente em risco de churn,"Cristiane, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
15677105,Silvana Costa Ferreira,silvana.costa@gmail.com,84434-8,03/11/1978,Munich,Germany,Female,46,706,4,105214.58,113690.85,1,1,0,108699.59,1,cliente em risco de churn,"Silvana, valorizamos muito sua confiança no ABC Bank. Que tal conversarmos sobre como podemos melhorar sua experiência conosco?"
15591107,Patrícia Rocha Alves,patricia.rocha@terra.com.br,60854-2,10/04/1956,Frankfurt,Germany,Female,68,723,3,110357.0,262282.45,1,0,0,141977.54,1,cliente em risco de churn,"Patrícia, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para oferecer soluções que se adaptem às suas necessidades, inclusive com benefícios exclusivos para clientes como você."
15776545,Fernando Henrique Costa,fernando.henrique@hotmail.com,36404-8,,Paris,France,Male,28,682,10,0.0,269396.83,1,0,1,82872.64,1,cliente em risco de churn,"Fernando Henrique, sabemos que você está em Paris e queremos garantir que seu relacionamento com o ABC Bank seja sempre vantajoso. Estamos aqui para ajudar com soluções que se adaptem ao seu momento."
15736510,Patrícia Rocha Alves,patricia.rocha@yahoo.com,93688-5,19/01/1967,Valencia,Spain,Female,57,605,2,0.0,0.0,3,1,0,66652.75,1,cliente em risco de churn,"Patrícia, sabemos que você tem produtos importantes conosco e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15609824,Priscila Rocha Nunes,priscila.rocha@uol.com.br,33827-6,18/02/1983,Lyon,France,Female,41,794,7,176845.41,292954.57,3,1,0,166526.26,1,cliente em risco de churn,"Priscila, valorizamos muito sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Lyon!"
15756804,Amanda Oliveira Rocha,amanda.oliveira@yahoo.com.br,17650-0,24/04/1976,Nice,France,Female,48,636,1,170833.46,163115.26,1,1,0,110510.28,1,cliente em risco de churn,"Amanda, sabemos que você tem um relacionamento importante com o ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Nice!"
15569274,Paulo Roberto Mendes,paulo.roberto@uol.com.br,11120-6,17/09/1975,Frankfurt,Germany,Male,49,678,2,116933.11,90583.14,1,1,0,195053.58,1,cliente em risco de churn,"Paulo, estamos aqui para ajudar! Queremos entender como podemos melhorar sua experiência no ABC Bank e oferecer soluções que se encaixem no seu perfil."
15815701,Ana Clara Souza,ana.clara@terra.com.br,19048-9,19/06/1965,Berlin,Germany,Female,59,496,7,91680.1,94230.17,2,1,0,163141.18,1,cliente em risco de churn,"Ana Clara, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja em Berlin ou no Brasil!"
15787189,Gustavo Pinto Ribeiro,gustavo.pinto@gmail.com,14507-7,,Munich,Germany,Male,60,824,8,134250.17,112553.36,3,0,0,153046.16,1,cliente em risco de churn,"Gustavo, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou na Alemanha."
15761053,Ricardo Borges Silva,ricardo.borges@gmail.com,00186-4,11/08/1976,Berlin,Germany,Male,48,596,2,131326.47,330819.87,1,0,0,1140.02,1,cliente em risco de churn,"Ricardo, valorizamos muito sua confiança no ABC Bank. Que tal explorarmos juntos oportunidades para otimizar seus investimentos e benefícios?"
15683124,Paulo Roberto Mendes,sem_email@banco.com,96621-8,17/11/1971,Nice,France,Male,53,713,6,115029.4,84988.12,1,0,0,191521.32,1,cliente em risco de churn,"Paulo Roberto, valorizamos sua confiança no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Nice!"
15701537,Carlos Eduardo Silva,carlos.eduardo@outlook.com,96691-7,13/12/1964,Marseille,France,Male,60,756,2,0.0,0.0,1,1,1,166513.49,1,cliente em risco de churn,"Carlos Eduardo, sabemos que você é um cliente importante para nós e queremos entender como podemos melhorar sua experiência no ABC Bank. Estamos aqui para ajudar!"
15797081,Ana Clara Souza,ana.clara@yahoo.com.br,68930-5,,Berlin,Germany,Female,37,611,9,115488.52,144890.36,2,1,1,138656.81,1,cliente em risco de churn,"Ana Clara, valorizamos muito sua confiança no ABC Bank! Queremos garantir que você tenha a melhor experiência conosco, especialmente morando em Berlim. Estamos à disposição para ajudar com qualquer necessidade."
15737025,Bruno Souza Martins,bruno.souza@yahoo.com.br,32781-1,,Toulouse,France,Male,33,635,1,0.0,0.0,3,0,0,178067.33,1,cliente em risco de churn,"Bruno, sabemos que você tem produtos conosco e queremos entender como podemos melhorar sua experiência. Estamos aqui para ajudar!"
15642001,Ricardo Borges Silva,ricardo.borges@gmail.com,16249-6,18/03/1980,Stuttgart,Germany,Male,44,576,9,119530.52,157464.16,1,1,0,119056.68,1,cliente em risco de churn,"Ricardo, valorizamos muito sua presença no ABC Bank. Que tal explorarmos juntos oportunidades para melhorar seu relacionamento conosco?"
15797900,André Costa Araújo,andre.costa@terra.com.br,16746-1,,Toulouse,France,Male,56,517,9,142147.32,117384.54,1,0,0,39488.04,1,cliente em risco de churn,"André, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Toulouse."
15640686,André Costa Araújo,sem_email@banco.com,09832-7,07/06/1978,Nice,France,Male,46,700,5,95872.86,225614.9,1,1,0,98273.01,1,cliente em risco de churn,"André, sabemos que você tem um saldo significativo no ABC Bank e queremos garantir que você tenha a melhor experiência conosco. Estamos aqui para ajudar com qualquer necessidade!"
15807563,Silvana Costa Ferreira,silvana.costa@outlook.com,37578-8,12/08/1972,Marseille,France,Female,52,841,5,0.0,0.0,1,0,0,100153.43,1,cliente em risco de churn,"Silvana, sabemos que você está longe, mas queremos lembrar que estamos aqui para ajudar. Se precisar de algo, é só chamar!"
15734762,Débora Ribeiro Lima,debora.ribeiro@gmail.com,10093-2,03/06/1968,Paris,France,Female,56,602,3,115895.22,283803.26,3,1,0,100153.43,1,cliente em risco de churn,"Débora, valorizamos muito sua presença no ABC Bank e queremos garantir que você tenha a melhor experiência. Estamos aqui para ajudar com qualquer necessidade, seja no Brasil ou em Paris!"
15707968,Diego Martins Nunes,diego.martins@hotmail.com,90477-5,,Barcelona,Spain,Male,36,545,8,73211.12,88310.19,2,1,0,89587.34,1,cliente em risco de churn,"Diego, sabemos que você tem um saldo significativo conosco e queremos garantir que você tenha a melhor experiência no ABC Bank. Estamos aqui para ajudar com qualquer necessidade ou dúvida!"
